,loss,accuracy,val_loss,val_accuracy
0,0.44164296984672546,0.8004226684570312,0.6300067901611328,0.731231689453125
1,0.3670404851436615,0.8414268493652344,0.5556995272636414,0.743377685546875
2,0.33920127153396606,0.856231689453125,0.49882715940475464,0.7493896484375
3,0.32163482904434204,0.8654289245605469,0.4987623989582062,0.761199951171875
4,0.3090454936027527,0.8713836669921875,0.5305164456367493,0.71051025390625
5,0.3023329973220825,0.8753318786621094,0.3828010857105255,0.814727783203125
6,0.29650983214378357,0.8776130676269531,0.3880046010017395,0.809112548828125
7,0.29191890358924866,0.8805885314941406,0.5331995487213135,0.746978759765625
8,0.2883026599884033,0.8824462890625,0.45728859305381775,0.779144287109375
9,0.28784677386283875,0.8830337524414062,0.40361329913139343,0.807891845703125
10,0.28207555413246155,0.8864784240722656,0.4017566442489624,0.80377197265625
11,0.2803988456726074,0.8865890502929688,0.38049712777137756,0.81695556640625
12,0.27719181776046753,0.8875007629394531,0.40311145782470703,0.80047607421875
13,0.27593356370925903,0.8886032104492188,0.35538938641548157,0.830474853515625
14,0.27264404296875,0.8908462524414062,0.4078323543071747,0.80224609375
15,0.2710656523704529,0.8910179138183594,0.4078928232192993,0.797271728515625
16,0.26930972933769226,0.8926353454589844,0.4284290075302124,0.785125732421875
17,0.2683127224445343,0.8932418823242188,0.4058729112148285,0.804534912109375
18,0.267009973526001,0.8930320739746094,0.4041801393032074,0.791015625
19,0.2654678523540497,0.8942108154296875,0.4449007213115692,0.770721435546875
20,0.26630929112434387,0.8935813903808594,0.4084228575229645,0.79339599609375
21,0.2655807137489319,0.893646240234375,0.40464022755622864,0.794158935546875
