,0,1
0,0.9479696,0.052030373
1,0.00870312,0.9912969
2,0.6632415,0.33675855
3,0.9781713,0.021828782
4,0.37810177,0.6218982
5,0.26819736,0.73180264
6,0.078242764,0.92175716
7,0.8971069,0.1028931
8,0.09214932,0.9078506
9,0.056523632,0.9434764
10,0.21446018,0.78553987
11,0.93917364,0.060826316
12,0.12681478,0.87318516
13,0.84174746,0.15825249
14,0.7845709,0.21542917
15,0.08182392,0.91817605
16,0.4979416,0.50205845
17,0.18865883,0.81134117
18,0.0028540806,0.99714595
19,0.18592244,0.8140776
20,0.3444942,0.65550584
21,0.011733852,0.98826617
22,0.9000296,0.09997044
23,0.00073708885,0.99926287
24,0.051866017,0.948134
25,0.9545668,0.045433205
26,0.07032405,0.92967594
27,0.9392924,0.060707573
28,0.00978146,0.9902186
29,0.9572871,0.042712975
30,0.843742,0.15625793
31,0.94672614,0.053273816
32,0.37806588,0.6219341
33,0.35683236,0.6431677
34,0.12179264,0.8782074
35,0.9877965,0.012203511
36,0.97654265,0.023457287
37,0.9873826,0.012617391
38,0.0044718217,0.99552816
39,0.00088518055,0.9991148
40,0.7887081,0.21129186
41,0.96604973,0.03395027
42,0.7283845,0.27161554
43,0.18664356,0.81335646
44,0.056586433,0.94341356
45,0.77014893,0.22985107
46,0.0041313227,0.9958687
47,0.009793384,0.99020666
48,0.87131953,0.12868051
49,0.57165724,0.42834273
50,0.39604545,0.60395455
51,0.09275942,0.9072406
52,0.682373,0.31762698
53,0.5685805,0.43141955
54,0.12433935,0.8756606
55,0.011815654,0.98818433
56,0.34223172,0.65776825
57,0.0710058,0.92899424
58,0.25279677,0.74720323
59,0.7748169,0.22518316
60,0.026769163,0.9732308
61,0.91023624,0.089763716
62,0.8835394,0.11646064
63,0.014921327,0.9850787
64,0.9909333,0.009066678
65,0.5415729,0.45842707
66,0.06692819,0.93307185
67,0.29338023,0.70661974
68,0.8788541,0.12114586
69,0.63423955,0.36576045
70,0.2546285,0.74537146
71,0.015487913,0.9845121
72,0.8974007,0.102599345
73,0.8678438,0.13215613
74,0.22858623,0.7714138
75,0.0088840425,0.9911159
76,0.73783636,0.2621636
77,0.95011383,0.04988622
78,0.44900104,0.5509989
79,0.9662732,0.033726778
80,0.98810285,0.011897178
81,0.24536149,0.7546385
82,0.17537686,0.82462317
83,0.012264613,0.98773533
84,0.037857674,0.9621423
85,0.0041915686,0.9958085
86,0.8808358,0.11916423
87,0.8394516,0.1605484
88,0.03059121,0.96940875
89,0.8935268,0.10647328
90,0.8557255,0.14427447
91,0.9471106,0.052889362
92,0.7351065,0.26489347
93,0.222311,0.77768904
94,0.6159086,0.38409135
95,0.7465071,0.2534929
96,0.9482731,0.051726885
97,0.008338353,0.99166167
98,0.00011978884,0.9998802
99,0.062358618,0.93764144
100,0.20821768,0.7917823
101,0.8541549,0.1458451
102,0.907728,0.092271954
103,0.2484939,0.7515061
104,0.89533186,0.10466808
105,0.64272475,0.35727522
106,0.16938761,0.8306124
107,0.8833832,0.116616786
108,0.06262383,0.9373762
109,0.00094584166,0.99905413
110,0.0026299222,0.99737
111,0.0027743792,0.9972256
112,0.8322201,0.16777994
113,0.4050095,0.5949905
114,0.9901507,0.009849383
115,0.3631815,0.6368185
116,0.5797295,0.42027047
117,0.18674655,0.81325346
118,0.90622485,0.09377517
119,0.9655236,0.034476385
120,0.03463381,0.9653661
121,0.86939853,0.13060151
122,0.40116587,0.5988341
123,0.0027375252,0.9972625
124,0.9672372,0.032762848
125,0.97908884,0.020911105
126,0.01928303,0.980717
127,0.3952063,0.60479367
128,0.0023902832,0.99760973
129,0.7748169,0.22518316
130,0.26491335,0.7350867
131,0.76424885,0.2357511
132,0.079676,0.920324
133,0.7427793,0.2572207
134,0.9643039,0.03569606
135,0.96735203,0.03264798
136,0.27688253,0.7231175
137,0.11178602,0.888214
138,0.022845346,0.9771547
139,0.1953497,0.8046503
140,0.014583003,0.98541707
141,0.32874408,0.6712559
142,0.052499805,0.9475002
143,0.06116664,0.9388334
144,0.9758449,0.02415503
145,0.086400874,0.91359913
146,0.060479015,0.93952096
147,0.37846246,0.6215375
148,0.53592455,0.4640755
149,0.94433445,0.055665568
150,0.00073708885,0.99926287
151,0.7714418,0.2285582
152,0.9567397,0.043260198
153,0.0003258071,0.9996742
154,0.5854294,0.4145706
155,0.044103697,0.9558964
156,0.018989537,0.9810105
157,0.19329609,0.80670387
158,0.073212944,0.926787
159,0.7190888,0.2809112
160,0.29319954,0.70680046
161,0.8407404,0.1592596
162,0.16983335,0.83016664
163,0.8752834,0.12471653
164,0.18158786,0.8184121
165,0.010904137,0.98909587
166,0.51854914,0.4814509
167,0.05998738,0.94001263
168,0.012692957,0.9873071
169,0.04550803,0.954492
170,0.05863995,0.94136006
171,0.17241402,0.82758594
172,0.9490666,0.050933447
173,0.00658735,0.9934127
174,0.0017620442,0.99823797
175,0.1187841,0.88121593
176,0.7993843,0.20061567
177,0.0036855496,0.99631447
178,0.96022093,0.039779082
179,0.5074413,0.49255878
180,0.5723312,0.42766878
181,0.20544532,0.7945547
182,0.27795514,0.7220449
183,0.966862,0.033137944
184,0.914627,0.0853729
185,0.9744566,0.025543353
186,0.8558518,0.14414814
187,0.6141847,0.38581535
188,0.5314523,0.4685477
189,0.97780323,0.022196734
190,0.96925867,0.030741358
191,0.15388517,0.8461149
192,0.9827487,0.017251378
193,0.02897391,0.9710261
194,0.90024734,0.09975273
195,0.9817613,0.018238714
196,0.8043875,0.1956125
197,0.043274786,0.95672524
198,0.8221627,0.1778373
199,0.9480593,0.051940646
200,0.8989923,0.10100767
201,0.7372192,0.26278085
202,0.0134050585,0.9865949
203,0.022706961,0.97729295
204,0.70723915,0.29276088
205,0.9074756,0.09252443
206,0.9848475,0.015152522
207,0.17901544,0.82098454
208,0.060734764,0.93926525
209,0.00089034985,0.9991097
210,0.614193,0.38580695
211,0.9830547,0.01694534
212,0.97733533,0.02266461
213,0.8080497,0.19195035
214,0.3047252,0.69527483
215,0.8269032,0.17309682
216,0.002617808,0.9973822
217,0.3208384,0.6791616
218,0.0586249,0.94137514
219,0.16190785,0.8380922
220,0.9735174,0.026482563
221,0.042789124,0.95721096
222,0.5443559,0.45564404
223,0.9403603,0.059639666
224,0.014855651,0.9851444
225,0.9787381,0.021261916
226,0.004696399,0.99530363
227,0.0018754775,0.99812454
228,0.059242755,0.9407572
229,0.12435427,0.8756457
230,0.9731194,0.026880616
231,0.984664,0.015335919
232,0.5233701,0.47662988
233,0.01143253,0.9885675
234,0.9519906,0.04800945
235,0.035968803,0.96403116
236,0.215585,0.784415
237,0.97834307,0.021656878
238,0.8205884,0.17941159
239,0.25406832,0.74593174
240,0.36397806,0.636022
241,0.9832839,0.016716126
242,0.18592244,0.8140776
243,0.6673317,0.33266824
244,0.13611759,0.86388236
245,0.11161541,0.8883846
246,0.22561504,0.774385
247,0.09554106,0.90445894
248,0.033500787,0.9664992
249,0.00057269854,0.9994273
250,0.36953393,0.63046604
251,0.029494958,0.97050506
252,0.25510153,0.7448985
253,0.9487733,0.05122664
254,0.8215623,0.17843771
255,0.23543271,0.76456726
256,0.8230567,0.17694333
257,0.8368874,0.16311254
258,0.9808233,0.019176688
259,0.29928836,0.70071167
260,0.0012328435,0.99876714
261,0.797989,0.202011
262,0.6918117,0.3081883
263,0.0029131768,0.9970868
264,0.34855998,0.6514401
265,0.0002534288,0.9997466
266,0.09093849,0.90906155
267,0.10167587,0.89832413
268,0.7416447,0.25835532
269,0.86377126,0.13622877
270,0.17522383,0.8247762
271,0.8580673,0.14193276
272,0.72671753,0.27328247
273,0.95569575,0.044304267
274,1.8998857e-05,0.99998105
275,0.81571245,0.1842876
276,0.2587762,0.7412238
277,0.2950408,0.70495915
278,0.10252013,0.8974799
279,0.57936,0.42063996
280,0.9109891,0.089010954
281,0.9609559,0.039044034
282,0.5726132,0.42738685
283,0.9932134,0.006786575
284,0.029867668,0.9701323
285,0.9830315,0.016968431
286,0.045182202,0.9548178
287,0.8700497,0.12995026
288,0.74307936,0.25692064
289,0.005322818,0.9946772
290,0.1392498,0.8607502
291,0.10313706,0.8968629
292,0.88712436,0.11287564
293,0.15423876,0.8457613
294,0.031759165,0.9682408
295,0.20026392,0.7997361
296,0.45957953,0.5404205
297,0.9789094,0.02109067
298,0.9682967,0.03170327
299,0.395688,0.604312
300,0.19652267,0.80347735
301,0.9874608,0.012539229
302,0.97547305,0.024526875
303,0.01064121,0.9893588
304,0.76304024,0.23695974
305,0.995054,0.0049460023
306,0.48911354,0.5108865
307,0.9709788,0.02902125
308,0.4736789,0.5263211
309,0.68015254,0.31984752
310,0.43094948,0.5690505
311,0.9831828,0.016817153
312,0.043469485,0.9565305
313,0.06647909,0.933521
314,0.00017871449,0.99982136
315,0.7177229,0.2822771
316,0.96582663,0.034173373
317,0.016921513,0.98307854
318,0.23784617,0.7621538
319,0.96409166,0.035908267
320,0.5829287,0.41707122
321,0.9776668,0.022333214
322,0.6905597,0.30944028
323,0.013596621,0.98640335
324,0.95392525,0.04607475
325,0.979044,0.020955913
326,0.5771635,0.42283642
327,0.0006643081,0.9993357
328,0.036851343,0.9631487
329,0.63187593,0.36812404
330,0.62213355,0.37786645
331,0.0011439763,0.99885607
332,0.9946484,0.005351641
333,0.37698734,0.6230127
334,0.5297464,0.47025356
335,0.0749606,0.9250394
336,0.8758017,0.12419834
